segment_id,system_type,corridor_name,district,pipe_material,diameter_inches,length_ft,depth_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,soil_corrosivity,capacity_utilization_pct,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
PIPE-0156,Pressurized Irrigation,Franklin Rd,West Boise,PVC PR-SDR,10,879,3.8,2012,14,95,0,0.5,71.3,Medium,59647,2023-01-14,Pressure Test,43.607697,-116.267212
PIPE-0157,Water,Jefferson St,Downtown,Cast Iron,4,1335,6.5,1951,75,5,5,0.78,,Medium,289767,2023-08-07,Ultrasonic,43.618202,-116.22
PIPE-0158,Stormwater,Amity Rd,Southwest,Concrete,15,1850,14.4,1989,37,65,1,0.6,31.2,Medium,401722,2023-11-30,CCTV,43.553094,-116.292742
PIPE-0159,Sewer,Curtis Rd,Southwest,Concrete,12,1959,10.7,1980,46,75,0,0.6,64.3,Critical,813614,2023-05-06,CCTV,43.6,-116.222032
PIPE-0160,Sewer,9th St,Downtown,Vitrified Clay,24,2069,18.8,1935,91,5,10,0.78,75.0,High,1331200,2023-11-02,Smoke Test,43.6,-116.196252
PIPE-0161,Water,Bannock St,Downtown,Asbestos Cement,12,1159,3.4,1950,76,17,4,0.78,,High,255269,2023-07-22,Visual,43.612575,-116.22
PIPE-0162,Water,Maple Grove Rd,Southwest,Asbestos Cement,10,1769,3.4,1959,67,24,4,0.6,,Critical,498208,2022-10-06,Acoustic Leak Detection,43.542146,-116.274164
PIPE-0163,Stormwater,Hill Rd,North End,Concrete,36,1072,13.3,1953,73,54,2,0.72,81.2,Low,317175,2024-02-27,Visual,43.660768,-116.23
PIPE-0164,Water,Bogus Basin Rd,North End,Cast Iron,6,1216,5.4,1942,84,5,5,0.72,,Low,257027,2024-04-06,Acoustic Leak Detection,43.667136,-116.191
PIPE-0165,Pressurized Irrigation,Fairview Ave,West Boise,HDPE,10,661,3.4,2008,18,93,0,0.5,47.1,Medium,53618,2024-12-14,Valve Inspection,43.614446,-116.283953
PIPE-0166,Water,Idaho St,Downtown,Cast Iron,36,476,6.7,1926,100,5,10,0.78,,High,223027,2022-11-27,Visual,43.611083,-116.22
PIPE-0167,Sewer,Warm Springs Ave,East Bench,Vitrified Clay,15,523,15.7,1930,96,5,7,0.45,94.2,Low,212306,2024-08-01,CCTV,43.608068,-116.175
PIPE-0168,Water,Bogus Basin Rd,North End,Cast Iron,20,675,4.2,1930,96,5,8,0.72,,High,226938,2024-06-20,Visual,43.663135,-116.190647
PIPE-0169,Stormwater,Maple Grove Rd,Southwest,Concrete,30,683,3.8,1963,63,63,0,0.6,83.9,Medium,154078,2022-09-29,Visual,43.596714,-116.278824
PIPE-0170,Water,Broadway Ave,Southeast,Asbestos Cement,12,621,3.5,1965,61,40,2,0.55,,High,51740,2025-09-21,Ultrasonic,43.595,-116.186955
PIPE-0171,Sewer,15th St,North End,Vitrified Clay,12,1904,16.4,1945,81,16,2,0.72,49.4,Medium,360377,2023-04-25,Manhole Inspection,43.678268,-116.20908
PIPE-0172,Stormwater,Gowen Rd,Southeast,Concrete,15,2465,11.9,2005,21,84,0,0.55,31.9,Low,670582,2022-11-09,Visual,43.54274,-116.168486
PIPE-0173,Sewer,Fairview Ave,Downtown,Vitrified Clay,21,297,22.5,1925,101,5,5,0.78,77.9,Medium,165813,2024-08-02,Flow Monitoring,43.614398,-116.212286
PIPE-0174,Sewer,Cole Rd,Southwest,Concrete,10,1346,15.4,1958,68,46,1,0.6,63.8,Low,169492,2025-07-02,CCTV,43.54,-116.253472
PIPE-0175,Water,Eisenman Rd,Southeast,Ductile Iron,10,1394,6.2,1993,33,53,0,0.55,,Medium,201046,2025-01-18,Acoustic Leak Detection,43.54,-116.17111
PIPE-0176,Water,Broadway Ave,Downtown,Ductile Iron,24,1486,6.9,1983,43,63,2,0.78,,Medium,227108,2025-09-11,Visual,43.604521,-116.187784
PIPE-0177,Water,Boise Ave,East Bench,Cast Iron,6,1216,3.2,1964,62,15,4,0.45,,High,336095,2025-05-08,Visual,43.60281,-116.175
PIPE-0178,Sewer,9th St,Downtown,Vitrified Clay,6,1110,17.6,1925,101,5,8,0.78,90.3,Low,386924,2023-06-08,Smoke Test,43.6,-116.197058
PIPE-0179,Sewer,Myrtle St,Downtown,Concrete,8,374,13.7,1946,80,44,1,0.78,69.3,Medium,89081,2023-06-03,Smoke Test,43.609654,-116.22
PIPE-0180,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,12,1206,3.5,2012,14,95,0,0.55,46.4,Medium,81291,2022-11-15,Pressure Test,43.543884,-116.158089
PIPE-0181,Sewer,Overland Rd,Southeast,Concrete,24,2430,11.4,1977,49,58,3,0.55,73.6,Low,369216,2023-04-11,Manhole Inspection,43.589689,-116.2
PIPE-0182,Sewer,Fairview Ave,West Boise,PVC,10,610,20.8,1999,27,96,0,0.5,38.0,Low,189380,2024-12-12,Smoke Test,43.614487,-116.315708
PIPE-0183,Stormwater,Vista Ave,Southeast,Concrete,36,315,14.4,1975,51,54,1,0.55,33.6,Critical,88315,2025-08-09,Visual,43.591276,-116.2
PIPE-0184,Stormwater,Franklin Rd,West Boise,PVC,12,2356,7.1,1999,27,100,0,0.5,31.7,Low,168019,2025-02-15,CCTV,43.606868,-116.303461
PIPE-0185,Pressurized Irrigation,Eagle Rd,West Boise,HDPE,8,497,2.8,2020,6,80,0,0.5,46.4,Medium,63711,2024-12-11,Flow Monitoring,43.614887,-116.351348
PIPE-0186,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,12,918,4.3,2014,12,100,0,0.5,75.7,Critical,94024,2024-02-20,Visual,43.61527,-116.27628
PIPE-0187,Water,Chinden Blvd,West Boise,PVC,6,2232,4.0,2021,5,96,0,0.5,,Medium,190264,2024-06-07,Visual,43.650844,-116.290373
PIPE-0188,Water,Bogus Basin Rd,North End,Cast Iron,16,1251,3.2,1929,97,5,9,0.72,,Low,268714,2024-08-28,Visual,43.676481,-116.186183
PIPE-0189,Stormwater,Amity Rd,Southwest,Corrugated Metal,12,1407,13.7,1989,37,46,1,0.6,48.6,Low,345879,2023-03-20,CCTV,43.55012,-116.29411
PIPE-0190,Water,Eisenman Rd,Southeast,Ductile Iron,36,1978,3.8,1995,31,79,0,0.55,,Critical,942714,2022-09-19,Ultrasonic,43.54,-116.172392
PIPE-0191,Water,Fairview Ave,Downtown,Cast Iron,16,215,5.6,1928,98,5,6,0.78,,Medium,30370,2023-09-10,Ultrasonic,43.615566,-116.216436
PIPE-0192,Stormwater,McMillan Rd,West Boise,HDPE,15,2428,3.5,2001,25,96,0,0.5,44.3,Low,442516,2025-05-18,CCTV,43.642325,-116.320318
PIPE-0193,Water,Eagle Rd,West Boise,Ductile Iron,30,1895,5.2,2007,19,78,1,0.5,,High,655417,2025-06-24,Ultrasonic,43.655,-116.353462
PIPE-0194,Water,Cole Rd,West Boise,Ductile Iron,30,2316,5.5,1987,39,61,1,0.5,,High,1233270,2023-06-25,Visual,43.649036,-116.254935
PIPE-0195,Sewer,Chinden Blvd,West Boise,PVC,36,1256,6.7,1994,32,88,0,0.5,48.1,Medium,665109,2022-12-28,Flow Monitoring,43.651918,-116.291832
PIPE-0196,Sewer,9th St,Downtown,Concrete,10,807,7.0,1951,75,69,0,0.78,75.5,Medium,339077,2023-03-14,Flow Monitoring,43.618328,-116.198504
PIPE-0197,Water,Front St,Downtown,Cast Iron,12,1850,5.8,1936,90,5,11,0.78,,Critical,266670,2024-03-22,Pressure Test,43.603863,-116.196308
PIPE-0198,Sewer,Warm Springs Ave,East Bench,Concrete,48,602,19.9,1956,70,60,1,0.45,81.6,Medium,428228,2023-08-22,Flow Monitoring,43.610835,-116.175
PIPE-0199,Sewer,Orchard St,Southwest,PVC,6,2310,13.1,1978,48,86,0,0.6,89.4,Critical,321057,2025-09-26,Flow Monitoring,43.6,-116.234606
PIPE-0200,Water,Bannock St,Downtown,Cast Iron,10,1322,4.6,1948,78,5,10,0.78,,Medium,263413,2023-12-28,Visual,43.61221,-116.202863
PIPE-0201,Sewer,Eastman St,North End,Vitrified Clay,15,312,24.3,1930,96,5,4,0.72,89.4,Low,70611,2025-11-14,Flow Monitoring,43.640319,-116.229967
PIPE-0202,Water,Jefferson St,Downtown,Cast Iron,36,234,6.8,1936,90,5,5,0.78,,High,129510,2023-01-01,Ultrasonic,43.614343,-116.192332
PIPE-0203,Sewer,Fairview Ave,West Boise,PVC,6,2295,16.2,1991,35,79,0,0.5,5.0,Medium,550823,2024-05-14,Manhole Inspection,43.618997,-116.257681
PIPE-0204,Stormwater,Gowen Rd,Southeast,Concrete,18,2318,10.2,1997,29,70,0,0.55,15.0,High,504723,2023-07-29,Dye Test,43.544593,-116.126025
PIPE-0205,Sewer,Overland Rd,Southeast,Concrete,36,977,17.8,1957,69,42,5,0.55,73.7,High,369827,2024-04-10,CCTV,43.587059,-116.17793
PIPE-0206,Water,Maple Grove Rd,Southwest,Galvanized Steel,12,2489,5.7,1963,63,22,3,0.6,,Medium,699251,2024-04-09,Ultrasonic,43.596033,-116.277902
PIPE-0207,Sewer,9th St,Downtown,Vitrified Clay,6,491,18.6,1955,71,13,6,0.78,58.1,Low,64544,2023-05-10,Smoke Test,43.610778,-116.200833
PIPE-0208,Water,Boise Ave,East Bench,Cast Iron,6,2197,4.3,1966,60,17,4,0.45,,Low,520386,2025-03-12,Ultrasonic,43.598996,-116.133069
PIPE-0209,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC PR-SDR,10,1957,2.5,2006,20,94,0,0.5,46.3,Medium,210525,2024-07-11,Visual,43.652226,-116.3167
PIPE-0210,Sewer,Ten Mile Rd,West Boise,HDPE,15,728,6.3,2007,19,90,0,0.5,40.9,Low,244495,2025-03-03,Manhole Inspection,43.6,-116.31598
PIPE-0211,Water,Cole Rd,Southwest,Ductile Iron,10,875,4.6,1977,49,59,1,0.6,,Medium,228820,2025-09-17,Ultrasonic,43.6,-116.253491
PIPE-0212,Stormwater,Broadway Ave,Southeast,Reinforced Concrete Box,72,399,3.6,1989,37,61,1,0.55,47.5,Critical,120680,2025-11-13,Flow Monitoring,43.575514,-116.190712
PIPE-0213,Stormwater,Orchard St,Southwest,Concrete,60,1305,9.1,1961,65,52,2,0.6,65.0,Medium,492183,2022-12-27,Visual,43.594824,-116.230796
PIPE-0214,Water,Vista Ave,Southeast,PVC,12,856,3.8,1981,45,80,0,0.55,,High,223707,2025-06-01,Acoustic Leak Detection,43.54,-116.2
PIPE-0215,Water,Franklin Rd,West Boise,PVC,12,1146,4.1,1991,35,89,0,0.5,,High,355382,2025-08-31,Acoustic Leak Detection,43.606741,-116.251817
PIPE-0216,Sewer,Jefferson St,Downtown,Vitrified Clay,18,1664,19.7,1935,91,14,7,0.78,47.7,Low,510711,2023-03-29,Flow Monitoring,43.618367,-116.175
PIPE-0217,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC PR-SDR,6,663,4.8,2021,5,96,0,0.5,47.0,Low,58305,2025-10-04,Visual,43.6,-116.314642
PIPE-0218,Water,Maple Grove Rd,Southwest,Ductile Iron,6,1884,5.6,1986,40,60,0,0.6,,Low,433768,2023-01-04,Acoustic Leak Detection,43.570255,-116.27862
PIPE-0219,Sewer,Eisenman Rd,Southeast,PVC,24,1616,21.5,2000,26,80,0,0.55,44.2,Medium,1041185,2024-12-29,CCTV,43.563097,-116.169152
PIPE-0220,Pressurized Irrigation,State St,West Boise,PVC PR-SDR,6,1555,3.1,2003,23,76,0,0.5,37.4,Medium,171150,2025-04-03,Valve Inspection,43.639821,-116.315972
PIPE-0221,Sewer,State St,West Boise,Ductile Iron,8,1852,6.8,1986,40,56,2,0.5,27.3,Low,494363,2023-11-19,CCTV,43.636474,-116.27543
PIPE-0222,Sewer,15th St,North End,Orangeburg,18,2494,12.3,1954,72,19,3,0.72,76.0,Low,296878,2022-11-07,Manhole Inspection,43.666393,-116.2074
PIPE-0223,Stormwater,Fairview Ave,Downtown,Concrete,18,2216,10.3,1927,99,33,3,0.78,58.3,Low,383965,2025-04-26,Dye Test,43.613843,-116.182652
PIPE-0224,Pressurized Irrigation,Gowen Rd,Southeast,HDPE,12,704,3.7,2022,4,91,0,0.55,56.1,High,93117,2023-01-26,Visual,43.544633,-116.16196
PIPE-0225,Sewer,Ten Mile Rd,West Boise,PVC,10,725,11.4,2022,4,100,0,0.5,42.4,Medium,256929,2024-04-09,Flow Monitoring,43.6,-116.315055
PIPE-0226,Stormwater,I-184 Corridor,Downtown,Concrete,42,2298,14.2,1963,63,57,0,0.78,40.7,Low,503030,2024-12-03,Flow Monitoring,43.607793,-116.19788
PIPE-0227,Sewer,Cole Rd,West Boise,PVC,18,2167,18.5,1992,34,79,1,0.5,24.7,Medium,687732,2025-08-16,CCTV,43.631625,-116.253344
PIPE-0228,Sewer,Fort St,North End,Concrete,10,1373,20.7,1942,84,35,5,0.72,70.1,Medium,362713,2024-08-30,Flow Monitoring,43.6391,-116.23
PIPE-0229,Pressurized Irrigation,Fairview Ave,West Boise,PVC C900,8,392,3.9,2009,17,100,0,0.5,45.0,Low,43431,2024-08-28,Flow Monitoring,43.618559,-116.303996
PIPE-0230,Water,Fairview Ave,West Boise,PVC,36,1004,4.2,2019,7,100,0,0.5,,High,219183,2025-03-11,Visual,43.617657,-116.257857
PIPE-0231,Sewer,Fairview Ave,West Boise,PVC,6,1553,23.6,2001,25,89,0,0.5,43.1,Medium,556828,2025-07-06,Manhole Inspection,43.615798,-116.26
PIPE-0232,Water,Orchard St,Southwest,Ductile Iron,8,2332,4.7,1969,57,54,2,0.6,,Low,282388,2022-12-12,Ultrasonic,43.550454,-116.231969
PIPE-0233,Sewer,Victory Rd,Southwest,Vitrified Clay,8,1617,17.4,1955,71,27,2,0.6,61.0,Medium,663630,2024-05-02,CCTV,43.569674,-116.24764
PIPE-0234,Pressurized Irrigation,Eagle Rd,West Boise,PVC PR-SDR,8,2306,3.8,2019,7,97,0,0.5,11.7,Critical,201258,2025-07-21,Visual,43.649225,-116.354327
PIPE-0235,Water,Eagle Rd,West Boise,PVC,20,625,6.5,1998,28,90,0,0.5,,Critical,77091,2025-07-05,Acoustic Leak Detection,43.601446,-116.352028
PIPE-0236,Sewer,Harrison Blvd,North End,Concrete,30,488,12.8,1941,85,45,0,0.72,100.0,High,277550,2025-08-31,CCTV,43.648997,-116.201634
PIPE-0237,Pressurized Irrigation,McMillan Rd,West Boise,PVC PR-SDR,12,634,3.5,2022,4,89,0,0.5,48.8,Medium,40693,2022-11-11,Flow Monitoring,43.641739,-116.29513
PIPE-0238,Water,Chinden Blvd,West Boise,Ductile Iron,12,1728,6.5,1994,32,67,2,0.5,,Low,322102,2023-12-29,Visual,43.655,-116.349108
PIPE-0239,Sewer,Gowen Rd,Southeast,PVC,10,859,7.3,2017,9,94,0,0.55,5.0,Medium,323320,2025-07-06,Manhole Inspection,43.541104,-116.148649
PIPE-0240,Water,Eagle Rd,West Boise,PVC,12,602,6.8,1989,37,93,0,0.5,,Medium,94506,2024-03-16,Visual,43.600793,-116.353516
PIPE-0241,Water,Amity Rd,Southwest,PVC,16,1495,4.3,2021,5,100,0,0.6,,Medium,259035,2023-06-04,Pressure Test,43.555752,-116.301509
PIPE-0242,Stormwater,Gowen Rd,Southeast,PVC,60,645,4.7,2016,10,89,0,0.55,33.0,Critical,117291,2023-01-29,CCTV,43.541055,-116.14947
PIPE-0243,Water,Fairview Ave,West Boise,HDPE,20,1071,5.2,2022,4,93,0,0.5,,High,237415,2023-04-26,Acoustic Leak Detection,43.618438,-116.290872
PIPE-0244,Sewer,Milwaukee St,Southeast,PVC,30,243,17.3,1978,48,82,0,0.55,70.4,Medium,64237,2023-03-18,Manhole Inspection,43.578014,-116.2
PIPE-0245,Sewer,Front St,Downtown,Vitrified Clay,24,1149,9.1,1939,87,5,8,0.78,77.3,Medium,440441,2022-12-31,Manhole Inspection,43.603377,-116.215445
PIPE-0246,Stormwater,Broadway Ave,Southeast,Concrete,72,912,3.9,1989,37,66,0,0.55,92.9,High,350124,2023-03-21,CCTV,43.558133,-116.188729
PIPE-0247,Stormwater,Chinden Blvd,West Boise,Concrete,48,878,4.9,1993,33,72,1,0.5,56.6,Critical,253439,2023-03-28,Dye Test,43.65138,-116.308837
PIPE-0248,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,6,1883,2.6,2011,15,86,0,0.5,57.5,Low,92341,2022-10-05,Pressure Test,43.613135,-116.331548
PIPE-0249,Water,Franklin Rd,West Boise,PVC,6,1087,6.5,2003,23,100,0,0.5,,Medium,262540,2024-01-01,Ultrasonic,43.606695,-116.250578
PIPE-0250,Water,Ustick Rd,West Boise,PVC,6,1141,3.1,2022,4,95,0,0.5,,Medium,283641,2022-12-10,Acoustic Leak Detection,43.632269,-116.329423
PIPE-0251,Water,Myrtle St,Downtown,Cast Iron,8,2408,6.1,1955,71,5,5,0.78,,Low,194376,2023-10-14,Pressure Test,43.608965,-116.175
PIPE-0252,Sewer,Fairview Ave,West Boise,PVC,8,1942,22.2,2021,5,85,0,0.5,50.9,Medium,300107,2025-04-05,CCTV,43.613803,-116.296829
PIPE-0253,Sewer,Overland Rd,Southeast,Vitrified Clay,48,1493,16.7,1968,58,43,4,0.55,48.4,Critical,1070607,2022-10-29,Flow Monitoring,43.587453,-116.2
PIPE-0254,Pressurized Irrigation,Amity Rd,Southwest,PVC PR-SDR,12,2472,2.8,2004,22,96,0,0.6,66.2,Medium,311823,2025-05-11,Visual,43.552903,-116.235919
PIPE-0255,Sewer,Overland Rd,Southwest,PVC,18,2455,12.8,1980,46,88,0,0.6,41.2,Medium,836240,2023-11-04,CCTV,43.588684,-116.255235
PIPE-0256,Sewer,Ustick Rd,West Boise,Concrete,48,1774,10.7,1987,39,54,1,0.5,36.0,Medium,627686,2023-01-06,Manhole Inspection,43.635584,-116.307948
PIPE-0257,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,12,2291,2.5,1994,32,84,0,0.5,59.6,High,180631,2024-10-18,Pressure Test,43.616095,-116.316466
PIPE-0258,Stormwater,Myrtle St,Downtown,Concrete,60,1365,12.8,1930,96,44,2,0.78,86.8,Critical,455465,2023-01-31,CCTV,43.608357,-116.195271
PIPE-0259,Stormwater,Cloverdale Rd,West Boise,Concrete,60,1405,9.5,1989,37,77,0,0.5,45.9,Critical,451306,2024-01-07,Dye Test,43.607197,-116.338298
PIPE-0260,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC PR-SDR,12,312,4.3,2007,19,90,0,0.5,61.0,Medium,30863,2024-06-11,Visual,43.613558,-116.317453
PIPE-0261,Stormwater,Milwaukee St,Southeast,Corrugated Metal,42,1600,13.7,1960,66,13,8,0.55,65.9,High,707974,2024-07-25,Flow Monitoring,43.54,-116.2
PIPE-0262,Stormwater,Parkcenter Blvd,East Bench,Corrugated Metal,24,1222,3.9,1969,57,35,1,0.45,74.9,Low,370353,2023-11-03,Flow Monitoring,43.623907,-116.175
PIPE-0263,Pressurized Irrigation,State St,West Boise,PVC PR-SDR,12,1325,3.9,2021,5,86,0,0.5,46.3,High,131816,2023-09-18,Visual,43.636945,-116.241248
PIPE-0264,Sewer,Five Mile Rd,Southwest,Concrete,48,2322,9.2,1962,64,62,1,0.6,81.5,High,984692,2023-12-31,Manhole Inspection,43.571806,-116.293865
PIPE-0265,Sewer,Harrison Blvd,North End,Vitrified Clay,21,1062,13.0,1956,70,17,3,0.72,75.8,Low,504974,2022-10-22,Flow Monitoring,43.636527,-116.198487
PIPE-0266,Water,Overland Rd,Southeast,Cast Iron,8,812,4.7,1967,59,28,8,0.55,,Low,160186,2025-08-27,Ultrasonic,43.587838,-116.2
PIPE-0267,Sewer,8th St,Downtown,Vitrified Clay,6,1082,14.0,1935,91,12,4,0.78,67.7,High,419431,2024-10-21,Smoke Test,43.626,-116.197141
PIPE-0268,Sewer,Federal Way,East Bench,Concrete,18,2290,12.6,1977,49,81,2,0.45,81.8,Medium,451349,2022-09-19,Flow Monitoring,43.596925,-116.139078
PIPE-0269,Stormwater,Myrtle St,Downtown,Concrete,18,1607,10.7,1930,96,50,3,0.78,66.3,Low,244620,2023-08-08,Visual,43.605369,-116.21465
PIPE-0270,Water,Harrison Blvd,North End,Cast Iron,8,1161,5.8,1926,100,5,12,0.72,,Medium,99331,2025-06-15,Acoustic Leak Detection,43.655962,-116.197357
PIPE-0271,Sewer,Eastman St,North End,Concrete,10,545,9.9,1964,62,57,0,0.72,52.6,Low,223059,2024-02-05,Flow Monitoring,43.641929,-116.172162
PIPE-0272,Water,Five Mile Rd,Southwest,Ductile Iron,12,2446,5.8,1989,37,57,1,0.6,,Medium,615608,2023-12-22,Ultrasonic,43.570588,-116.292183
PIPE-0273,Sewer,Curtis Rd,Southwest,Vitrified Clay,8,2009,5.2,1969,57,41,4,0.6,56.5,Medium,379581,2023-03-31,Manhole Inspection,43.564629,-116.222527
PIPE-0274,Water,Main St,Downtown,Cast Iron,12,1147,3.8,1952,74,6,7,0.78,,Critical,313169,2024-07-30,Pressure Test,43.616781,-116.196143
PIPE-0275,Pressurized Irrigation,Ustick Rd,West Boise,PVC PR-SDR,12,1301,4.0,2013,13,100,0,0.5,40.4,Critical,54815,2022-12-03,Pressure Test,43.632477,-116.271721
PIPE-0276,Water,Harrison Blvd,North End,Galvanized Steel,12,1302,3.0,1931,95,5,7,0.72,,Low,251892,2025-09-29,Pressure Test,43.626,-116.20037
PIPE-0277,Water,Myrtle St,Downtown,Galvanized Steel,4,1291,4.9,1934,92,5,8,0.78,,Low,297907,2023-06-09,Visual,43.608654,-116.22
PIPE-0278,Sewer,Front St,Downtown,Vitrified Clay,24,584,18.6,1937,89,5,8,0.78,63.4,High,92826,2024-03-31,Smoke Test,43.606127,-116.175
PIPE-0279,Water,Broadway Ave,Southeast,Cast Iron,10,662,3.1,1958,68,13,6,0.55,,Low,90625,2025-01-19,Pressure Test,43.546877,-116.188395
PIPE-0280,Water,Myrtle St,Downtown,Cast Iron,8,2247,6.7,1940,86,5,10,0.78,,High,502319,2022-10-16,Pressure Test,43.604548,-116.190508
PIPE-0281,Sewer,Victory Rd,Southeast,Concrete,6,1747,14.7,1967,59,61,1,0.55,48.7,Low,251998,2024-05-18,Smoke Test,43.569149,-116.2
PIPE-0282,Water,Idaho St,Downtown,Cast Iron,8,2040,4.5,1958,68,18,8,0.78,,High,233545,2025-07-26,Ultrasonic,43.612774,-116.22
PIPE-0283,Pressurized Irrigation,Fairview Ave,West Boise,PVC C900,10,2458,4.1,2009,17,97,0,0.5,53.8,High,100369,2024-11-05,Pressure Test,43.613925,-116.31235
PIPE-0284,Sewer,Front St,Downtown,Vitrified Clay,42,1791,10.1,1961,65,34,5,0.78,87.1,Medium,1606456,2025-06-22,Flow Monitoring,43.606948,-116.202934
PIPE-0285,Stormwater,Bannock St,Downtown,Concrete,60,1903,9.3,1948,78,60,2,0.78,87.7,Critical,469072,2024-08-16,Dye Test,43.614932,-116.17646
PIPE-0286,Water,Fort St,North End,Cast Iron,30,1218,5.2,1937,89,5,8,0.72,,Critical,442055,2024-11-28,Ultrasonic,43.63842,-116.17
PIPE-0287,Water,Overland Rd,Southwest,Ductile Iron,8,2386,4.4,1976,50,67,1,0.6,,Medium,378707,2022-10-06,Visual,43.590991,-116.274559
PIPE-0288,Pressurized Irrigation,Chinden Blvd,West Boise,PVC C900,12,1240,3.2,2017,9,96,0,0.5,55.1,Medium,50495,2024-09-19,Flow Monitoring,43.65216,-116.313808
PIPE-0289,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,8,2467,2.9,2017,9,84,0,0.55,61.4,Medium,148030,2022-09-21,Valve Inspection,43.543068,-116.152347
PIPE-0290,Sewer,Amity Rd,Southwest,PVC,48,516,21.5,1998,28,88,0,0.6,35.2,High,362867,2025-06-25,CCTV,43.554341,-116.251568
PIPE-0291,Stormwater,Victory Rd,Southeast,Reinforced Concrete Box,42,1906,13.2,1977,49,67,0,0.55,53.6,Medium,254527,2022-10-03,Visual,43.572581,-116.2
PIPE-0292,Stormwater,Eisenman Rd,Southeast,Reinforced Concrete Box,24,827,10.1,2017,9,99,0,0.55,46.3,High,151748,2022-09-19,CCTV,43.54,-116.168611
PIPE-0293,Sewer,Victory Rd,Southwest,Ductile Iron,15,548,20.2,1980,46,44,2,0.6,49.1,Medium,196238,2024-07-24,CCTV,43.569391,-116.285241
PIPE-0294,Water,Warm Springs Ave,East Bench,Asbestos Cement,16,566,4.5,1952,74,13,7,0.45,,Low,182451,2025-02-07,Ultrasonic,43.605675,-116.171913
PIPE-0295,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,6,1017,3.1,2022,4,90,0,0.55,37.3,Medium,59747,2025-04-19,Flow Monitoring,43.544112,-116.185521
PIPE-0296,Sewer,Victory Rd,Southeast,PVC,6,1559,15.5,1985,41,94,0,0.55,52.8,Medium,200116,2022-12-20,CCTV,43.568254,-116.19196
PIPE-0297,Stormwater,Broadway Ave,Southeast,Corrugated Metal,12,1363,14.3,1965,61,27,5,0.55,78.5,High,318185,2024-04-12,Dye Test,43.544056,-116.186821
PIPE-0298,Pressurized Irrigation,Fairview Ave,West Boise,PVC C900,12,607,4.9,2005,21,79,0,0.5,64.5,High,85859,2023-03-05,Valve Inspection,43.618423,-116.296227
PIPE-0299,Water,Broadway Ave,Downtown,Asbestos Cement,16,1641,7.0,1956,70,30,4,0.78,,Low,274903,2024-05-08,Visual,43.60043,-116.189186
PIPE-0300,Stormwater,Harrison Blvd,North End,Concrete,42,762,10.5,1946,80,52,0,0.72,76.9,Medium,353845,2022-11-18,Visual,43.626,-116.200707
PIPE-0301,Sewer,Hill Rd,North End,Vitrified Clay,36,2417,18.8,1933,93,5,6,0.72,81.4,High,1927299,2025-01-13,Manhole Inspection,43.661104,-116.23
PIPE-0302,Pressurized Irrigation,Eisenman Rd,Southeast,PVC PR-SDR,12,684,4.9,2010,16,98,0,0.55,47.1,High,89184,2024-05-21,Visual,43.54,-116.167963
PIPE-0303,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,6,956,4.0,1996,30,90,0,0.5,82.6,High,98602,2023-04-17,Flow Monitoring,43.613157,-116.256124
PIPE-0304,Water,Harrison Blvd,North End,Cast Iron,24,2140,3.1,1949,77,5,5,0.72,,Critical,557405,2023-06-17,Ultrasonic,43.626,-116.20184
PIPE-0305,Stormwater,Eisenman Rd,Southeast,HDPE,24,1951,6.8,2014,12,89,0,0.55,38.1,Low,423990,2023-01-01,CCTV,43.542389,-116.172749
PIPE-0306,Stormwater,Amity Rd,Southwest,PVC,12,1206,9.2,2014,12,90,0,0.6,26.8,Low,163566,2023-05-03,Visual,43.553112,-116.283351
PIPE-0307,Stormwater,Victory Rd,Southwest,Concrete,72,423,4.1,1973,53,63,0,0.6,77.6,High,272319,2024-02-09,Dye Test,43.57114,-116.247706
PIPE-0308,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,10,1027,2.9,1998,28,92,0,0.55,27.8,High,105948,2023-10-08,Visual,43.545295,-116.190786
PIPE-0309,Sewer,Overland Rd,Southeast,Concrete,21,379,18.2,1990,36,66,2,0.55,89.0,Low,185224,2023-06-03,Manhole Inspection,43.58961,-116.16202
PIPE-0310,Sewer,Chinden Blvd,West Boise,Ductile Iron,8,738,5.2,1996,30,82,0,0.5,22.6,Medium,222883,2023-05-18,Flow Monitoring,43.655,-116.349717
PIPE-0311,Sewer,Victory Rd,Southeast,Concrete,36,226,16.2,1960,66,57,4,0.55,48.8,Medium,140448,2024-03-31,Manhole Inspection,43.568468,-116.191213
